stcofips,State,Name,wheat1950bu,wheat1954bu,wheat1959bu,wheat1964bu,wheat1969bu,wheat1974bu,wheat1978bu,wheat1982bu,wheat1987bu,wheat1992bu,wheat1997bu,wheat2002bu,wheat2007bu,wheat2012bu,wheat2017bu
48131,TX,Duval,0,0,0,878,2566,51479,51479,97694,21280,11490,0,0,11490,11490,1956
48133,TX,Eastland,78360,61379,14807,40690,38988,40503,9885,72135,79082,145967,137158,73648,43195,52793,34823
48135,TX,Ector,0,0,800,0,0,242,0,242,7806,0,0,1140,851,851,851
48137,TX,Edwards,26,0,0,420,1875,0,0,0,0,0,0,0,4800,0,0
48139,TX,Ellis,150890,0,327584,567823,144994,243668,573869,1969483,856556,385018,837114,1045831,700552,2166919,779774
48141,TX,El Paso,0,0,0,225,535,64314,27931,496400,54816,68256,53563,53563,106232,17579,10134
48143,TX,Erath,39907,15749,12593,20698,6442,4730,4070,21150,44660,35212,29823,38969,26754,67389,40371
48145,TX,Falls,12532,0,16778,150707,76460,75375,222515,1021195,447562,167517,472317,316849,350989,940356,690536
48147,TX,Fannin,46488,0,404779,513987,330079,392175,1359973,1997530,1440020,819634,1226762,1636347,682908,1827564,1651033
48149,TX,Fayette,0,0,0,2195,4687,10208,8899,19405,11256,13668,7658,3814,0,3814,3814
48151,TX,Fisher,258945,176955,112352,187185,317448,212370,65231,496080,510421,614229,434743,208729,657952,412946,643882
48153,TX,Floyd,2821350,1278033,1611120,1857127,1896587,1539180,679193,1933226,1293928,1678293,1447909,825836,2616377,663636,1392148
48155,TX,Foard,1217581,573491,473779,976845,1289676,1149172,755368,1162749,1067980,975664,843365,997921,1820615,862734,602980
48157,TX,Fort Bend,55,0,3500,161,2434,0,2434,21150,14052,40108,0,0,0,40108,0
48159,TX,Franklin,0,0,0,0,2316,1721,0,0,0,9020,8050,32699,32699,32699,32699
48161,TX,Freestone,100,0,260,537,0,47,0,0,0,2310,0,2310,0,2310,0
48163,TX,Frio,0,0,300,1509,33642,219277,122344,186457,211745,220867,231725,59524,206960,691404,477952
48165,TX,Gaines,57880,7933,14395,34677,248745,167046,80232,1488504,475685,608996,819570,764646,899634,736802,384564
48167,TX,Galveston,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0
48169,TX,Garza,19718,7908,470,3930,5293,1350,3852,17523,3503,55863,20566,6405,36409,42366,42366
48171,TX,Gillespie,152670,60194,118520,212842,130934,94497,96305,99746,162708,190855,197597,85113,112932,238652,86795
48173,TX,Glasscock,800,60,1481,4194,315,1870,7076,14199,80041,73555,213433,86980,384586,48389,74941
48175,TX,Goliad,0,0,0,4355,17797,10571,10571,10571,12358,0,0,0,12358,0,0
48177,TX,Gonzales,0,0,0,2997,5520,23528,4480,19224,32846,26590,14219,889,889,20572,3676
48179,TX,Gray,1514363,715669,1042635,765716,1157464,675378,788051,1186810,1296025,1706799,1195439,556260,1397692,1078531,471585
48181,TX,Grayson,422552,0,1030152,1096256,950111,801110,1689035,1454841,1756265,1694979,1413857,1927952,1056697,2454852,2318867
48183,TX,Gregg,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48185,TX,Grimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000
48187,TX,Guadalupe,27750,0,1077,140104,172520,285164,252985,298493,367606,438407,404222,238586,266105,554946,73455
48189,TX,Hale,2549854,604709,1487982,1741753,1046308,1127814,430932,1721700,722483,940899,1096384,821263,1889645,685140,550557
48191,TX,Hall,547196,51822,67983,46104,31680,124042,7899,43382,106332,105858,96600,47863,345105,164691,92863
48193,TX,Hamilton,141230,33472,59225,190311,104674,63343,38550,226096,283104,255103,307924,107329,79148,178268,83700
48195,TX,Hansford,4207036,913632,2224296,2455163,3591381,3085924,2870217,3538050,2830397,5367800,4150857,1399117,8150849,4566374,2772860
48197,TX,Hardeman,741551,814396,217466,1176298,1634322,1376573,1216919,1915320,1527974,1487677,1661417,1136310,1384349,1111871,663819
48199,TX,Hardin,0,0,0,0,743,0,743,0,276,0,0,0,0,0,0
48201,TX,Harris,0,0,0,510,12300,6186,117596,10640,39386,18112,0,6268,6268,6268,2332
48203,TX,Harrison,30,0,0,2487,2632,0,0,0,0,0,0,0,0,0,0
48205,TX,Hartley,1396300,417053,1252658,607281,1289530,1064648,1746309,2860684,2531932,3204781,1852790,1621259,4414535,1522346,1936808
48207,TX,Haskell,850822,478109,555344,919848,1094014,592048,205847,1331933,1298545,1560054,1787648,2418317,2633034,2180565,1807436
48209,TX,Hays,4431,0,260,735,39450,23984,58930,114850,45914,73174,112997,90078,54115,103052,6695
48211,TX,Hemphill,564306,302667,507561,288938,387851,468959,248069,642200,392276,471740,302748,105333,374211,173644,101995
48213,TX,Henderson,32,0,150,7779,0,3008,3008,3008,211300,211300,0,211300,211300,0,211300
48215,TX,Hidalgo,0,0,19000,31305,7745,8173,23414,51621,33112,38442,87420,13518,13518,13518,0
48217,TX,Hill,27383,0,114099,274340,58222,105443,225671,2418183,1535082,1068125,1887412,1887237,1497690,2608899,1800009
48219,TX,Hockley,29390,11562,28383,53767,46310,52063,119136,417227,146280,174629,212824,128299,210467,125393,32817
48221,TX,Hood,14673,881,1760,6002,956,25309,17208,28503,13640,1767,12842,12298,6811,20541,20541
48223,TX,Hopkins,0,0,1375,420,0,8829,8829,22946,17796,49790,30425,11670,11670,11670,11670
48225,TX,Houston,7500,0,6122,58500,0,0,58500,10775,26130,0,0,26130,0,26130,0
48227,TX,Howard,32200,15596,4244,10400,20121,690,690,690,13615,24653,63950,28388,56342,0,56342
48229,TX,Hudspeth,0,0,0,0,9509,2082,2082,131889,91897,0,0,91897,91897,91897,0
48231,TX,Hunt,39187,0,253336,335731,222004,168127,488650,1346284,517654,333937,403541,947093,1149752,1355149,856623
48233,TX,Hutchinson,1680140,489909,685013,646484,1050811,646240,853198,932606,1063659,1634590,1385313,477277,2671960,778901,362467
48235,TX,Irion,2846,362,0,1910,0,0,0,1910,23983,23103,59254,8207,70054,39825,12623
48237,TX,Jack,52811,40372,15292,58189,62489,62196,81561,78670,99722,170001,73724,47555,51893,51832,1856
48239,TX,Jackson,368,0,1000,739,11700,11700,0,0,0,0,52212,52212,24680,160118,160118
48241,TX,Jasper,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
48243,TX,Jeff Davis,1800,0,1150,0,0,0,0,0,0,0,0,0,0,0,0
48245,TX,Jefferson,2580,0,0,1470,899,0,0,10588,12115,0,0,15178,0,0,15178
48247,TX,Jim Hogg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48249,TX,Jim Wells,0,0,0,0,3811,720,11565,17291,219167,80168,51322,51322,12027,50017,50017
48251,TX,Johnson,57492,30019,69305,206514,61257,67221,85044,686361,682757,179621,476848,483357,283780,668143,508401
48253,TX,Jones,779801,411083,534229,858776,1088240,504408,223933,1543436,1084070,1284018,1447711,1961783,2915754,1974798,1126963
48255,TX,Karnes,205,0,1774,138198,131389,341236,159291,192146,336636,175601,111353,37032,44276,58341,57117
48257,TX,Kaufman,4835,0,114507,127340,82706,27194,146594,340409,381235,84939,295248,310390,207767,658845,400087
48259,TX,Kendall,53208,16750,35663,45360,24044,11529,21050,29450,5400,23556,18302,4317,2750,5724,5724
48261,TX,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48263,TX,Kent,74062,30449,2560,21797,29228,20051,4373,71837,66362,80384,61074,69047,58838,19531,137161
48265,TX,Kerr,50227,16141,21705,31651,25564,10638,5189,5077,6926,7012,29559,7300,0,7300,7300
48267,TX,Kimble,6094,35,135,1297,2936,20978,0,20978,20978,25710,0,0,25710,25710,0
48269,TX,King,65330,27675,13475,54819,74274,18523,22010,18089,45893,68657,10081,43274,43274,43274,43274
48271,TX,Kinney,0,0,0,0,21050,43757,0,0,0,0,0,0,0,0,0
48273,TX,Kleberg,0,0,0,0,2340,2340,0,0,0,0,0,0,46341,50600,50600
48275,TX,Knox,1135382,551004,629871,1058948,1296226,1142422,736464,2079677,2204436,2292936,2290234,2195982,2881498,2304164,1452984
48277,TX,Lamar,3100,0,73861,89128,25366,54855,357478,1135778,916786,502441,309773,860410,588499,1028283,536328
48279,TX,Lamb,413745,84949,178127,255373,159311,326581,292082,1369064,507457,1044464,843588,589275,1738298,677140,458807
48281,TX,Lampasas,99217,10189,45721,83627,50345,52134,33062,138788,97747,118327,174696,51719,12038,15855,63457
48283,TX,La Salle,0,0,0,0,13600,50052,50052,27068,28492,64530,25239,25239,38489,61754,0
48285,TX,Lavaca,0,0,0,2091,2130,4036,3544,2276,26017,4165,2856,2856,0,2856,0
48287,TX,Lee,0,0,125,2497,5925,13731,50363,61170,25090,11533,7862,6250,3342,5730,5730
48289,TX,Leon,0,0,0,37,168,0,0,0,0,0,0,0,0,23922,23922
48291,TX,Liberty,50,0,0,0,0,0,0,0,0,0,0,4626,32551,13280,0
48293,TX,Limestone,120,0,388,18418,4342,25107,119792,487721,288358,110719,145858,41717,154879,189306,189306
48295,TX,Lipscomb,1949809,560955,1229139,953728,1401694,1380236,611899,1529610,1354866,1333587,766261,220063,761057,864128,540685
48297,TX,Live Oak,90,0,14,5887,15262,102471,71436,62362,143688,55786,40768,5942,0,12216,0
48299,TX,Llano,4614,65,615,2201,3125,1397,3640,3640,12164,12164,12164,12164,12164,12164,12164
48301,TX,Loving,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0
48303,TX,Lubbock,210648,63652,128660,164219,111422,148165,80501,132430,71888,270095,162612,140713,543667,166834,63310
48305,TX,Lynn,84622,29880,3910,21243,28983,22827,22538,169916,30924,126806,97866,135230,201495,98027,158761
48307,TX,McCulloch,282419,22833,50436,209483,140250,170240,131007,645209,570349,1088292,1145448,642108,598479,928101,742819
48309,TX,McLennan,110894,0,222800,448059,158973,238794,436793,1389926,1090051,758772,1497620,1316452,1053029,2384630,1333114
48311,TX,McMullen,0,0,0,9,0,9,9,9,23042,0,0,21247,21247,0,0
48313,TX,Madison,0,0,1432,0,0,60,0,0,0,0,0,0,0,0,0
48315,TX,Marion,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0
48317,TX,Martin,4762,2783,3109,13261,24427,643,0,54820,7205,33845,85458,97759,83495,38116,38116
48319,TX,Mason,5898,0,990,1288,1530,750,1165,19039,18460,7440,19017,20453,16584,16584,2400
48321,TX,Matagorda,0,0,0,0,0,0,0,102388,6526,0,0,0,11664,49445,0
48323,TX,Maverick,0,0,0,1888,64286,86620,18705,69843,6080,25152,20522,20522,20522,20522,0
48325,TX,Medina,20921,0,1407,31929,255264,241177,83148,230869,296154,239501,718601,552054,255277,638557,323143
48327,TX,Menard,15353,1233,1593,9916,4420,15747,15931,25154,29724,88219,70164,69091,67478,76540,25899
48329,TX,Midland,0,475,750,0,4410,3274,3274,52590,12694,12694,8253,9438,78347,118365,3109
48331,TX,Milam,1227,0,13696,56898,10639,116275,186986,991492,595475,181772,351760,93150,260372,587753,211871
48333,TX,Mills,106862,10339,24220,106230,67700,42465,33007,96838,88010,154257,124968,64364,25371,127855,9740
48335,TX,Mitchell,88401,42198,16267,17273,19262,32562,3977,28027,34926,27917,142486,66364,208145,88291,138785
48337,TX,Montague,42909,36992,25457,56331,116797,120996,268177,529556,323563,455331,223505,165897,86146,226741,134911
48339,TX,Montgomery,0,0,0,105,0,0,0,105,9200,0,0,1587,1587,1587,0
48341,TX,Moore,2116318,683309,1724629,2269291,2159412,1694516,1671192,3058072,2765331,3676627,2720611,1834558,4687440,1647261,1152675
48343,TX,Morris,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
48345,TX,Motley,95620,32250,54431,70158,76569,44867,31295,80370,69473,111661,69371,49465,117455,36495,36495
48347,TX,Nacogdoches,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0
48349,TX,Navarro,4475,0,44906,105126,15082,102490,144872,838231,365827,227857,262075,343535,114332,306217,267484
48351,TX,Newton,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
48353,TX,Nolan,227814,55967,55344,129071,147009,59937,40410,151085,121321,159027,305441,87553,313074,156327,391309
48355,TX,Nueces,0,0,0,37,4980,6496,6496,102060,72831,60569,38792,38792,190812,179529,65955
48357,TX,Ochiltree,5027909,984098,3077194,1858853,4132767,2656205,2471295,4944368,4372769,5418367,4043061,1355849,8129570,3504794,2914821
48359,TX,Oldham,1052434,359656,572354,411442,403883,239627,272517,797921,1122310,865007,780452,186511,1041210,215076,399357
48361,TX,Orange,25,0,0,0,0,2000,0,0,0,0,0,0,0,0,0
48363,TX,Palo Pinto,25647,32242,21933,60707,30637,53745,35244,83678,178504,161739,77448,29615,2924,34002,81818
48365,TX,Panola,0,0,0,0,0,270,0,0,0,38640,0,0,0,38640,0
48367,TX,Parker,8493,5150,3345,13498,4646,10232,23429,50826,38759,27138,39524,8771,3465,17407,1797
48369,TX,Parmer,2268008,718857,2427346,3170202,2436485,2061938,1561690,3184601,2888100,3680243,3810151,1737053,4944341,977747,1389140
48371,TX,Pecos,0,100,140,40993,144464,115528,0,0,0,7960,103248,103248,103248,21500,21500
48373,TX,Polk,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0
48375,TX,Potter,598855,580628,695976,311777,222060,156487,161179,304092,355235,301852,377703,108451,573381,106592,253195
48377,TX,Presidio,1080,0,90,0,0,90,0,0,0,0,0,0,0,0,0
48379,TX,Rains,0,0,0,4661,0,0,4850,54785,30556,6300,0,0,0,0,0
48381,TX,Randall,3513496,1408490,1393895,1215718,1273295,987445,790841,1987840,1799368,1873135,2478495,528540,2398806,818731,1321056
48383,TX,Reagan,0,3000,0,550,2285,0,2285,29760,27865,25914,102766,62620,301873,301873,80924
48385,TX,Real,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0
48387,TX,Red River,0,0,1775,1372,16745,35688,58649,780872,245341,94217,65582,100534,183282,329434,280104
48389,TX,Reeves,0,0,90,19852,133534,53513,0,0,0,0,0,25411,27919,27919,23472
48391,TX,Refugio,0,0,0,0,1798,2335,0,0,0,0,0,0,0,0,0
48393,TX,Roberts,560459,139352,393831,193672,256964,287088,277181,331825,450740,515637,256261,127630,403437,238917,130970
48395,TX,Robertson,0,0,0,9285,1772,13759,32839,68647,43032,43268,0,5924,31880,89456,89456
48397,TX,Rockwall,10252,0,148506,176946,45335,31487,138831,228691,88701,74018,292434,133693,133693,133693,254870
48399,TX,Runnels,494681,245422,154137,552442,413277,234755,426551,1400154,1067707,1007097,1564283,1668019,1858886,2649666,1444085
48401,TX,Rusk,210,0,0,0,2000,1997,0,0,0,0,0,0,0,0,0
48403,TX,Sabine,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
48405,TX,San Augustine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48407,TX,San Jacinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48409,TX,San Patricio,120,0,0,0,500,32840,32840,108012,32399,32399,45020,45020,45020,0,24900
48411,TX,San Saba,100826,2800,12559,34709,91223,75821,50846,258202,364370,554180,565548,161669,317537,405051,412271
48413,TX,Schleicher,15221,6375,3899,3966,5272,4683,4683,82672,53385,64649,130428,60638,25931,13099,17378
48415,TX,Scurry,87199,68782,46166,49598,78823,32770,9255,23746,66399,43163,206544,162529,160893,98799,59226
48417,TX,Shackelford,174440,157712,82329,282202,264556,205486,48483,447412,273747,352081,336361,319123,270501,217769,67474
48419,TX,Shelby,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
48421,TX,Sherman,4122020,523998,2321988,1569379,2448483,2377706,1996603,3632401,3469945,4279419,4196197,3270687,5571424,2010260,2061914
48423,TX,Smith,240,0,1500,1743,120,2050,0,0,0,0,0,392,392,392,392
48425,TX,Somervell,2025,504,358,1250,1400,474,0,0,0,0,0,0,0,0,0
48427,TX,Starr,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,364
48429,TX,Stephens,90181,122486,32265,105523,89046,97488,18354,138978,91935,138936,83642,186363,11159,23733,24008
48431,TX,Sterling,7036,410,0,0,4580,0,0,4580,53290,21300,49707,3311,3311,3311,3311
48433,TX,Stonewall,246191,149569,82682,185805,218039,165494,95758,393402,476938,526151,590952,587809,451194,165418,65694
48435,TX,Sutton,1530,0,720,9,14074,2270,2270,2270,17871,30409,0,2993,2993,2993,0
48437,TX,Swisher,3554068,934569,1701147,2195404,1652339,1649681,752786,2772170,1966880,2595465,1884437,818606,3868704,929065,1759092
48439,TX,Tarrant,53912,45575,65234,177227,114566,260321,251008,249508,237978,185942,410315,145457,89443,90532,78058
48441,TX,Taylor,691397,307182,328232,728372,695249,485854,342545,1578637,1133979,1409131,1502627,1203513,1559753,1065936,670906
48443,TX,Terrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48445,TX,Terry,213707,104676,122713,65550,127501,121624,60305,422732,159539,250844,270868,143063,610312,288883,292218
48447,TX,Throckmorton,483283,359486,290953,674247,469805,493105,267573,1291067,1265478,1422974,1433190,694079,967128,1276469,987346
48449,TX,Titus,0,0,0,37,0,104,0,0,0,0,0,104,0,0,0
48451,TX,Tom Green,12502,7606,17987,65470,56698,40176,43503,479460,282114,419850,1147955,776531,942909,854673,524418
48453,TX,Travis,4426,0,4750,2551,7730,27638,108889,335126,210428,103057,139748,77933,97994,123065,60564
48455,TX,Trinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48457,TX,Tyler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48459,TX,Upshur,0,0,0,0,2578,5470,0,0,0,5470,0,0,0,0,0
48461,TX,Upton,0,0,225,0,0,225,12215,28114,44894,14096,42876,26713,63450,63450,130459
48463,TX,Uvalde,6506,565,392,6684,144521,285042,274825,357192,298862,356114,642801,550197,208482,751572,365732
48465,TX,Val Verde,0,0,0,0,0,1300,0,0,0,0,0,1300,0,0,0
48467,TX,Van Zandt,0,0,4757,3009,2704,2100,5650,36547,11000,13951,1720,3846,3846,0,0
48469,TX,Victoria,40,0,0,1000,1350,3355,0,3355,5449,0,0,0,5449,5449,5449
48471,TX,Walker,0,0,0,814,270,1365,0,0,0,0,0,1365,0,0,0
48473,TX,Waller,150,0,0,97,0,292,0,38872,13400,0,0,0,13400,15188,15188
48475,TX,Ward,2040,0,0,1400,0,0,0,0,0,0,0,0,0,0,0
48477,TX,Washington,0,0,0,435,1859,200,5605,7050,5107,10624,10624,10624,5760,37880,37880
48479,TX,Webb,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0
48481,TX,Wharton,100,0,500,16975,1720,0,1720,31156,20453,39285,53662,53662,95741,111426,16183
48483,TX,Wheeler,399806,127844,228907,200329,271478,532463,367783,1002919,625609,508009,354456,86917,178062,268137,175620
48485,TX,Wichita,785340,700571,589016,954889,1514612,1937522,1233287,2322682,1628590,2573367,1523527,1725884,2245538,2652808,1237221
48487,TX,Wilbarger,1347766,1001674,1064018,1639572,2273940,2380330,1860696,3035237,2020595,2433616,2593368,2425525,3100042,3470311,1619135
48489,TX,Willacy,0,0,0,6817,7524,3320,0,0,0,0,0,0,0,0,0
48491,TX,Williamson,32888,0,4824,32336,14381,270988,647922,926226,508030,389137,392596,360433,298874,732505,399528
48493,TX,Wilson,3283,0,1525,79373,187370,214829,46342,130851,208019,130565,119425,57880,43099,222437,51770
48495,TX,Winkler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48497,TX,Wise,28323,87275,62570,96920,164257,190252,102242,155640,211729,180939,183739,288637,79708,322237,93657
48499,TX,Wood,0,0,0,0,900,4352,4352,44832,29846,29846,0,29846,29846,25502,25502
48501,TX,Yoakum,57398,3779,26354,18325,56941,54201,10244,274639,119738,119774,324910,344281,475775,353732,94246
48503,TX,Young,592469,565670,383722,768595,870888,921236,370860,1419027,992890,1378660,1327460,309121,815903,898369,426075
48505,TX,Zapata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48507,TX,Zavala,6020,0,0,11918,103567,144145,47915,160325,97327,180199,296373,162061,185939,274370,333464
49001,UT,Beaver,103400,72780,48032,24040,75849,89944,48046,10499,5490,19280,0,19280,19280,53666,53666
49003,UT,Box Elder,2363701,1514107,1582872,1647879,1813137,2435100,2881651,2778289,3062189,2636981,4032121,1921384,2879583,2798821,2713277
49005,UT,Cache,1386442,1172105,1280979,1152634,774755,817042,621455,656144,856133,892134,893595,587516,954876,1107613,1054211
49007,UT,Carbon,58103,38648,25474,24011,23915,21755,10049,15322,3700,2100,2100,2100,2100,3814,3814
49009,UT,Daggett,4675,1055,485,0,0,0,0,0,0,0,0,0,0,0,0
49011,UT,Davis,202687,138253,133321,93206,88237,118177,92960,170512,151943,196564,274445,257795,105008,116559,137569
49013,UT,Duchesne,151407,63789,43839,25766,70423,51143,15041,43764,17265,26159,6220,6220,0,6220,0
49015,UT,Emery,144998,91877,44803,32273,72845,31231,11932,41129,14781,10037,1390,1390,1390,5390,5390
49017,UT,Garfield,30177,6713,7966,8814,15484,15339,15339,15339,8004,23345,0,0,0,120,0
49019,UT,Grand,8660,6285,2860,500,1514,5108,0,0,0,0,0,0,3600,9000,0
49021,UT,Iron,108961,84087,33900,23721,149923,99891,40705,22512,10525,11060,13728,13728,13728,11000,49060
49023,UT,Juab,363080,293898,133913,204536,200879,177790,239954,272486,348515,176091,239913,96464,114663,136879,115964
49025,UT,Kane,18001,6192,220,933,1230,430,0,0,0,6360,0,0,0,0,0
49027,UT,Millard,496478,441727,215845,199331,483320,552367,475494,512850,631406,363549,361497,38623,143336,421383,567576
49029,UT,Morgan,91849,45546,62200,45710,31055,20966,10546,13955,35964,13394,69605,1645,14917,0,14917
49031,UT,Piute,17808,9302,3765,2194,2730,2420,0,0,0,0,0,0,0,0,0
49033,UT,Rich,67551,48091,61263,45920,103249,57761,60881,104119,76613,76613,0,0,3540,0,0
49035,UT,Salt Lake,551948,459923,485863,486942,454035,424513,420898,254150,243402,344441,271237,109806,101160,75523,136428
49037,UT,San Juan,558104,434550,186713,164365,463503,527057,962476,883711,749597,839187,635084,291298,460785,392159,771856
49039,UT,Sanpete,326680,213606,104497,99703,157137,107333,88866,65778,74658,39917,69917,69917,4018,31016,60589
49041,UT,Sevier,161192,110666,57722,45354,76206,51499,15909,25381,27960,27960,0,0,27960,38126,38126
49043,UT,Summit,47868,24204,24700,14462,13741,10942,8761,9753,5371,5371,0,5371,0,5371,5371
49045,UT,Tooele,105622,57110,64965,55809,85294,109944,45915,52252,141221,35180,52925,48367,48367,86268,86268
49047,UT,Uintah,156119,77112,45006,35761,43629,44611,38365,27095,26090,41930,41930,41930,41930,44968,25783
49049,UT,Utah,635791,420872,438226,368059,451527,428949,425573,468989,496611,425035,809614,368708,726429,430017,500481
49051,UT,Wasatch,25293,14710,9428,3218,6882,18873,0,0,0,18873,0,0,0,0,0
49053,UT,Washington,95672,87808,39715,38840,64046,40046,28889,65350,17592,17592,17592,17592,0,11978,11978
49055,UT,Wayne,19207,11393,5194,4918,1375,2570,2220,3970,4720,4720,0,0,4720,0,0
49057,UT,Weber,239355,107274,161234,66652,88688,114553,73131,96671,133664,124480,177892,98023,166724,255650,98200
50001,VT,Addison,0,0,16027,7387,13413,5048,6365,6714,6949,4119,3362,3362,5450,12373,4940
50003,VT,Bennington,0,0,0,0,158,500,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia,0,0,0,0,200,20,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden,0,0,3228,2435,1000,2466,0,0,0,0,18614,18614,0,18614,18614
50009,VT,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin,0,0,250,175,0,860,0,0,0,0,0,0,0,0,0
50013,VT,Grand Isle,0,0,54,1690,4317,220,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50019,VT,Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50021,VT,Rutland,0,0,150,100,800,50,0,0,0,0,0,0,0,0,0
50023,VT,Washington,0,0,150,40,24,117,0,0,0,0,0,0,0,0,0
50025,VT,Windham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50027,VT,Windsor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51001,VA,Accomack,16395,13482,31881,22940,60496,311895,142614,683438,465438,1140115,1668580,677186,980123,894011,594360
51003,VA,Albemarle,69734,47082,29647,22348,20740,27080,7053,7306,15391,33682,26263,26263,26263,26263,26263
51005,VA,Alleghany,6144,2726,2224,370,1960,1995,0,0,0,0,0,1995,0,0,0
51007,VA,Amelia,107219,130024,141682,104435,161912,287067,43383,168553,43531,89757,54277,52798,86260,166401,118519
51009,VA,Amherst,41146,35391,22556,14749,7601,5503,4325,3152,3090,0,0,0,3090,3090,3090
51011,VA,Appomattox,111106,127918,118062,104868,74541,77337,54320,45995,48621,58795,28694,41200,22060,99577,34731
51013,VA,Arlington,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51015,VA,Augusta,418101,273887,218665,178822,145487,187670,107987,93479,151348,136319,165828,80249,221215,158404,214999
51017,VA,Bath,10415,8927,2574,1220,1610,1470,0,0,0,0,0,0,0,0,0
51019,VA,Bedford,182106,142153,129730,89686,58104,91012,38468,40890,31862,20394,34913,22388,27606,78090,63445
51021,VA,Bland,36232,22208,16364,13462,12679,9995,4970,2310,1780,0,0,1780,0,0,0
51023,VA,Botetourt,59670,35365,28984,21016,14431,18132,5485,9798,7820,7520,8365,8365,8365,8365,14392
51025,VA,Brunswick,55346,86901,104247,73323,87543,163514,41366,134909,63335,98279,93481,36388,28630,165141,31386
51027,VA,Buchanan,0,325,275,0,0,0,0,0,0,0,0,0,0,0,0
51029,VA,Buckingham,97030,101917,94442,83763,72165,69754,39049,68322,39130,9611,22090,10941,10941,22583,36852
51031,VA,Campbell,165280,175211,169266,147754,92184,121819,68524,90398,86902,77640,71232,51823,32808,117153,93622
51033,VA,Caroline,117065,124821,127492,115719,147267,281676,79856,208636,155259,261039,493177,413099,374564,433409,424279
51035,VA,Carroll,48627,25132,20543,10254,3985,6021,1470,2155,800,0,0,800,0,3600,0
51036,VA,Charles City,51247,82298,73967,69098,116901,237198,95480,170361,162819,357451,453546,364868,324627,470832,233274
51037,VA,Charlotte,102107,116109,146873,148268,123078,161224,74105,106051,51861,90484,74572,50938,116441,123696,116282
51041,VA,Chesterfield,26764,36342,28580,16164,26525,48881,12756,50530,48125,53898,47075,34511,27852,17398,3477
51043,VA,Clarke,112677,73633,36618,48940,51135,59548,24797,41491,44428,93764,67944,39009,28430,28430,28430
51045,VA,Craig,19238,14533,9170,4161,2830,667,0,0,0,0,0,0,0,0,0
51047,VA,Culpeper,76261,55475,33828,32593,42025,113431,33070,110279,87052,131712,68462,81106,92514,29887,38119
51049,VA,Cumberland,66629,82322,83166,59025,71031,60130,32160,36907,28640,25555,19265,10908,12730,51571,22155
51051,VA,Dickenson,453,55,120,0,7474,350,0,0,0,0,0,0,0,0,0
51053,VA,Dinwiddie,48334,76499,77235,60628,83855,190923,50292,194056,92280,165693,223598,146473,208298,323042,226577
51057,VA,Essex,108559,140422,131338,140640,242636,324816,248108,420550,319151,428466,747015,463621,538426,618102,543797
51059,VA,Fairfax,59101,43729,23432,14708,11746,10101,15631,3520,2227,0,0,2227,2227,490,490
51061,VA,Fauquier,188223,135299,87757,86585,87764,143106,74619,102140,152181,191753,66088,74279,28118,63592,71882
51063,VA,Floyd,76128,33670,30737,17079,6145,4318,4318,4318,810,2032,0,2032,0,2032,0
51065,VA,Fluvanna,42261,44669,27359,20763,15580,18548,11828,25521,22635,21493,18525,17893,17893,65688,65688
51067,VA,Franklin,144316,123381,118314,77785,58891,82425,38693,53222,39559,40921,61053,23998,66762,111388,114467
